partsid,datalink,parents_partsid,totalcfp
P05377,postgresC,P01792,4.54
P05378,postgresC,P01793,2.153
P05379,postgresB,P01793,6.284
P05380,postgresA,P01793,5.78
P05381,postgresB,P01794,9.486
P05382,postgresB,P01794,1.773
P05383,postgresC,P01794,4.264
P05384,postgresA,P01795,9.51
P05385,postgresA,P01795,6.885
P05386,postgresC,P01795,7.575
P05387,postgresB,P01796,2.765
P05388,postgresC,P01796,3.734
P05389,postgresC,P01796,6.099
P05390,postgresA,P01797,7.826
P05391,postgresB,P01797,8.357
P05392,postgresC,P01797,4.519
P05393,postgresB,P01798,5.838
P05394,postgresC,P01798,6.373
P05395,postgresC,P01798,0.832
P05396,postgresB,P01799,7.752
P05397,postgresA,P01799,7.504
P05398,postgresB,P01799,8.988
P05399,postgresB,P01800,7.436
P05400,postgresB,P01800,2.663
P05401,postgresB,P01800,5.38
P05402,postgresB,P01801,6.26
P05403,postgresB,P01801,0.635
P05404,postgresA,P01801,5.935
P05405,postgresC,P01802,8.602
P05406,postgresC,P01802,4.29
P05407,postgresC,P01802,5.298
P05408,postgresA,P01803,6.97
P05409,postgresB,P01803,7.301
P05410,postgresB,P01803,2.322
P05411,postgresA,P01804,8.247
P05412,postgresA,P01804,6.736
P05413,postgresC,P01804,5.139
P05414,postgresB,P01805,2.67
P05415,postgresC,P01805,6.42
P05416,postgresA,P01805,8.051
P05417,postgresA,P01806,8.875
P05418,postgresA,P01806,1.772
P05419,postgresB,P01806,5.623
P05420,postgresC,P01807,9.719
P05421,postgresB,P01807,9.723
P05422,postgresA,P01807,3.223
P05423,postgresA,P01808,2.622
P05424,postgresB,P01808,4.204
P05425,postgresB,P01808,5.692
P05426,postgresA,P01809,9.83
P05427,postgresB,P01809,0.647
P05428,postgresB,P01809,9.739
P05429,postgresC,P01810,5.914
P05430,postgresA,P01810,0.569
P05431,postgresC,P01810,2.566
P05432,postgresA,P01811,1.317
P05433,postgresA,P01811,5.38
P05434,postgresC,P01811,2.787
P05435,postgresC,P01812,8.46
P05436,postgresC,P01812,4.738
P05437,postgresC,P01812,1.701
P05438,postgresC,P01813,1.751
P05439,postgresC,P01813,3.289
P05440,postgresA,P01813,6.43
P05441,postgresA,P01814,0.015
P05442,postgresB,P01814,2.004
P05443,postgresA,P01814,1.424
P05444,postgresA,P01815,1.87
P05445,postgresC,P01815,9.031
P05446,postgresB,P01815,0.502
P05447,postgresC,P01816,2.571
P05448,postgresC,P01816,2.901
P05449,postgresB,P01816,7.205
P05450,postgresA,P01817,6.872
P05451,postgresB,P01817,6.271
P05452,postgresB,P01817,4.227
P05453,postgresA,P01818,2.064
P05454,postgresC,P01818,4.757
P05455,postgresC,P01818,8.144
P05456,postgresC,P01819,2.64
P05457,postgresB,P01819,9.368
P05458,postgresC,P01819,6.899
P05459,postgresB,P01820,5.16
P05460,postgresC,P01820,4.535
P05461,postgresB,P01820,6.25
P05462,postgresA,P01821,2.186
P05463,postgresB,P01821,1.57
P05464,postgresC,P01821,6.63
P05465,postgresB,P01822,2.551
P05466,postgresA,P01822,6.795
P05467,postgresC,P01822,8.895
P05468,postgresA,P01823,9.523
P05469,postgresA,P01823,5.673
P05470,postgresC,P01823,9.303
P05471,postgresC,P01824,4.828
P05472,postgresC,P01824,6.309
P05473,postgresB,P01824,6.208
P05474,postgresC,P01825,0.799
P05475,postgresC,P01825,0.488
P05476,postgresA,P01825,7.623
P05477,postgresB,P01826,7.818
P05478,postgresB,P01826,0.816
P05479,postgresA,P01826,1.532
P05480,postgresC,P01827,7.409
P05481,postgresB,P01827,4.828
P05482,postgresC,P01827,8.072
P05483,postgresC,P01828,6.248
P05484,postgresB,P01828,4.463
P05485,postgresA,P01828,9.891
P05486,postgresC,P01829,4.268
P05487,postgresC,P01829,6.891
P05488,postgresB,P01829,7.263
P05489,postgresB,P01830,8.932
P05490,postgresB,P01830,7.561
P05491,postgresC,P01830,9.449
P05492,postgresB,P01831,4.102
P05493,postgresC,P01831,0.875
P05494,postgresB,P01831,0.875
P05495,postgresC,P01832,8.726
P05496,postgresA,P01832,4.024
P05497,postgresB,P01832,3.065
P05498,postgresA,P01833,4.905
P05499,postgresC,P01833,6.891
P05500,postgresC,P01833,5.864
P05501,postgresA,P01834,5.909
P05502,postgresB,P01834,3.444
P05503,postgresB,P01834,9.286
P05504,postgresA,P01835,2.673
P05505,postgresB,P01835,2.555
P05506,postgresB,P01835,2.123
P05507,postgresA,P01836,4.305
P05508,postgresA,P01836,6.559
P05509,postgresC,P01836,1.162
P05510,postgresC,P01837,6.38
P05511,postgresA,P01837,0.91
P05512,postgresC,P01837,8.491
P05513,postgresA,P01838,2.207
P05514,postgresB,P01838,3.553
P05515,postgresA,P01838,6.065
P05516,postgresB,P01839,0.253
P05517,postgresA,P01839,2.025
P05518,postgresA,P01839,4.221
P05519,postgresC,P01840,8.336
P05520,postgresB,P01840,0.845
P05521,postgresC,P01840,8.483
P05522,postgresB,P01841,3.129
P05523,postgresB,P01841,8.957
P05524,postgresA,P01841,9.994
P05525,postgresA,P01842,2.809
P05526,postgresC,P01842,4.02
P05527,postgresC,P01842,8.552
P05528,postgresC,P01843,7.341
P05529,postgresB,P01843,2.974
P05530,postgresC,P01843,6.896
P05531,postgresA,P01844,7.946
P05532,postgresB,P01844,0.44
P05533,postgresA,P01844,9.576
P05534,postgresC,P01845,9.289
P05535,postgresC,P01845,6.804
P05536,postgresB,P01845,2.343
P05537,postgresB,P01846,5.105
P05538,postgresC,P01846,6.476
P05539,postgresC,P01846,0.03
P05540,postgresC,P01847,5.908
P05541,postgresB,P01847,5.025
P05542,postgresC,P01847,9.694
P05543,postgresC,P01848,3.907
P05544,postgresC,P01848,6.722
P05545,postgresA,P01848,7.746
P05546,postgresC,P01849,6.521
P05547,postgresB,P01849,1.424
P05548,postgresA,P01849,9.8
P05549,postgresA,P01850,0.273
P05550,postgresB,P01850,1.963
P05551,postgresA,P01850,9.61
P05552,postgresC,P01851,4.377
P05553,postgresA,P01851,8.886
P05554,postgresA,P01851,2.568
P05555,postgresB,P01852,4.107
P05556,postgresC,P01852,3.937
P05557,postgresC,P01852,9.848
P05558,postgresB,P01853,1.926
P05559,postgresB,P01853,7.154
P05560,postgresB,P01853,0.287
P05561,postgresA,P01854,5.355
P05562,postgresC,P01854,9.843
P05563,postgresA,P01854,2.682
P05564,postgresB,P01855,2.43
P05565,postgresC,P01855,3.125
P05566,postgresA,P01855,0.83
P05567,postgresC,P01856,4.125
P05568,postgresB,P01856,9.024
P05569,postgresA,P01856,8.515
P05570,postgresC,P01857,4.176
P05571,postgresC,P01857,4.065
P05572,postgresC,P01857,5.049
P05573,postgresA,P01858,8.972
P05574,postgresA,P01858,3.081
P05575,postgresB,P01858,1.013
P05576,postgresA,P01859,4.083
P05577,postgresB,P01859,1.506
P05578,postgresA,P01859,3.699
P05579,postgresC,P01860,7.417
P05580,postgresA,P01860,0.907
P05581,postgresA,P01860,6.036
P05582,postgresB,P01861,8.781
P05583,postgresC,P01861,6.212
P05584,postgresB,P01861,4.323
P05585,postgresC,P01862,9.165
P05586,postgresC,P01862,8.808
P05587,postgresA,P01862,9.172
P05588,postgresB,P01863,8.672
P05589,postgresA,P01863,3.781
P05590,postgresA,P01863,8.802
P05591,postgresA,P01864,3.986
P05592,postgresA,P01864,2.692
P05593,postgresA,P01864,9.614
P05594,postgresA,P01865,6.857
P05595,postgresC,P01865,3.024
P05596,postgresB,P01865,8.541
P05597,postgresC,P01866,0.714
P05598,postgresB,P01866,0.305
P05599,postgresC,P01866,6.814
P05600,postgresC,P01867,0.4
P05601,postgresB,P01867,1.778
P05602,postgresB,P01867,4.925
P05603,postgresC,P01868,3.8
P05604,postgresC,P01868,3.552
P05605,postgresA,P01868,7.803
P05606,postgresC,P01869,7.279
P05607,postgresB,P01869,1.011
P05608,postgresC,P01869,1.799
P05609,postgresC,P01870,5.191
P05610,postgresA,P01870,2.511
P05611,postgresB,P01870,1.263
P05612,postgresA,P01871,1.278
P05613,postgresB,P01871,8.877
P05614,postgresA,P01871,9.268
P05615,postgresB,P01872,0.215
P05616,postgresA,P01872,3.346
P05617,postgresC,P01872,0.805
P05618,postgresB,P01873,7.866
P05619,postgresB,P01873,8.805
P05620,postgresA,P01873,6.834
P05621,postgresB,P01874,9.095
P05622,postgresB,P01874,3.402
P05623,postgresA,P01874,9.487
P05624,postgresC,P01875,0.53
P05625,postgresC,P01875,4.345
P05626,postgresB,P01875,3.116
P05627,postgresC,P01876,9.448
P05628,postgresC,P01876,9.105
P05629,postgresC,P01876,6.901
P05630,postgresB,P01877,5.563
P05631,postgresA,P01877,6.087
P05632,postgresA,P01877,1.974
P05633,postgresB,P01878,7.572
P05634,postgresC,P01878,5.125
P05635,postgresB,P01878,4.383
P05636,postgresC,P01879,4.989
P05637,postgresC,P01879,3.303
P05638,postgresA,P01879,5.119
P05639,postgresA,P01880,8.515
P05640,postgresC,P01880,9.288
P05641,postgresB,P01880,0.553
P05642,postgresA,P01881,8.156
P05643,postgresB,P01881,1.058
P05644,postgresC,P01881,8.108
P05645,postgresC,P01882,1.195
P05646,postgresB,P01882,9.544
P05647,postgresB,P01882,1.708
P05648,postgresA,P01883,9.911
P05649,postgresB,P01883,0.098
P05650,postgresB,P01883,8.465
P05651,postgresA,P01884,2.41
P05652,postgresA,P01884,3.526
P05653,postgresB,P01884,2.929
P05654,postgresC,P01885,3.598
P05655,postgresC,P01885,2.012
P05656,postgresA,P01885,7.72
P05657,postgresC,P01886,4.366
P05658,postgresB,P01886,7.453
P05659,postgresA,P01886,0.037
P05660,postgresA,P01887,1.218
P05661,postgresB,P01887,6.351
P05662,postgresB,P01887,4.45
P05663,postgresB,P01888,4.08
P05664,postgresC,P01888,8.849
P05665,postgresA,P01888,5.769
P05666,postgresA,P01889,8.316
P05667,postgresB,P01889,0.476
P05668,postgresB,P01889,6.576
P05669,postgresB,P01890,2.157
P05670,postgresC,P01890,8.703
P05671,postgresC,P01890,8.876
P05672,postgresB,P01891,3.419
P05673,postgresB,P01891,1.048
P05674,postgresA,P01891,9.758
P05675,postgresA,P01892,5.143
P05676,postgresB,P01892,6.943
P05677,postgresC,P01892,9.487
P05678,postgresB,P01893,1.366
P05679,postgresA,P01893,7.539
P05680,postgresA,P01893,9.242
P05681,postgresB,P01894,9.28
P05682,postgresB,P01894,2.407
P05683,postgresC,P01894,9.927
P05684,postgresA,P01895,4.792
P05685,postgresB,P01895,2.374
P05686,postgresB,P01895,6.74
P05687,postgresA,P01896,6.25
P05688,postgresB,P01896,9.924
P05689,postgresC,P01896,0.529
P05690,postgresA,P01897,8.135
P05691,postgresC,P01897,1.242
P05692,postgresC,P01897,4.918
P05693,postgresA,P01898,4.192
P05694,postgresC,P01898,9.123
P05695,postgresA,P01898,0.874
P05696,postgresC,P01899,6.899
P05697,postgresA,P01899,3.204
P05698,postgresA,P01899,8.358
P05699,postgresA,P01900,9.276
P05700,postgresA,P01900,3.365
P05701,postgresC,P01900,3.315
P05702,postgresA,P01901,1.071
P05703,postgresB,P01901,0.825
P05704,postgresC,P01901,8.798
P05705,postgresB,P01902,7.442
P05706,postgresC,P01902,7.815
P05707,postgresC,P01902,8.449
P05708,postgresC,P01903,6.411
P05709,postgresA,P01903,3.215
P05710,postgresB,P01903,5.009
P05711,postgresB,P01904,7.919
P05712,postgresA,P01904,8.679
P05713,postgresB,P01904,3.388
P05714,postgresA,P01905,5.222
P05715,postgresA,P01905,8.492
P05716,postgresA,P01905,3.758
P05717,postgresA,P01906,5.405
P05718,postgresA,P01906,8.589
P05719,postgresC,P01906,3.244
P05720,postgresB,P01907,3.391
P05721,postgresA,P01907,5.643
P05722,postgresA,P01907,7.35
P05723,postgresA,P01908,0.819
P05724,postgresC,P01908,6.244
P05725,postgresC,P01908,2.982
P05726,postgresA,P01909,7.625
P05727,postgresA,P01909,4.647
P05728,postgresA,P01909,2.112
P05729,postgresB,P01910,9.267
P05730,postgresB,P01910,0.086
P05731,postgresC,P01910,5.186
P05732,postgresB,P01911,0.963
P05733,postgresB,P01911,7.116
P05734,postgresB,P01911,9.373
P05735,postgresA,P01912,5.279
P05736,postgresC,P01912,6.765
P05737,postgresC,P01912,1.154
P05738,postgresB,P01913,9.517
P05739,postgresB,P01913,5.329
P05740,postgresB,P01913,4.961
P05741,postgresC,P01914,9.082
P05742,postgresB,P01914,0.463
P05743,postgresB,P01914,3.471
P05744,postgresA,P01915,4.287
P05745,postgresB,P01915,2.501
P05746,postgresB,P01915,0.24
P05747,postgresA,P01916,6.068
P05748,postgresA,P01916,7.743
P05749,postgresB,P01916,1.027
P05750,postgresB,P01917,0.097
P05751,postgresC,P01917,4.873
P05752,postgresB,P01917,4.42
P05753,postgresB,P01918,1.562
P05754,postgresA,P01918,3.756
P05755,postgresB,P01918,6.849
P05756,postgresC,P01919,4.607
P05757,postgresB,P01919,0.905
P05758,postgresB,P01919,3.959
P05759,postgresB,P01920,4.927
P05760,postgresC,P01920,9.778
P05761,postgresA,P01920,4.122
P05762,postgresA,P01921,3.105
P05763,postgresA,P01921,2.008
P05764,postgresA,P01921,0.082
P05765,postgresA,P01922,2.505
P05766,postgresC,P01922,3.032
P05767,postgresA,P01922,3.682
P05768,postgresC,P01923,5.137
P05769,postgresB,P01923,0.041
P05770,postgresC,P01923,9.478
P05771,postgresA,P01924,7.924
P05772,postgresC,P01924,6.298
P05773,postgresA,P01924,2.399
P05774,postgresB,P01925,8.735
P05775,postgresA,P01925,4.333
P05776,postgresA,P01925,9.183
P05777,postgresA,P01926,4.737
P05778,postgresC,P01926,6.194
P05779,postgresA,P01926,8.94
P05780,postgresA,P01927,8.354
P05781,postgresC,P01927,8.707
P05782,postgresC,P01927,6.145
P05783,postgresC,P01928,4.064
P05784,postgresC,P01928,5.222
P05785,postgresB,P01928,6.214
P05786,postgresA,P01929,6.797
P05787,postgresC,P01929,9.594
P05788,postgresC,P01929,6.962
P05789,postgresC,P01930,9.493
P05790,postgresC,P01930,8.095
P05791,postgresB,P01930,5.9
P05792,postgresC,P01931,9.843
P05793,postgresC,P01931,2.628
P05794,postgresA,P01931,1.933
P05795,postgresC,P01932,1.408
P05796,postgresA,P01932,7.213
P05797,postgresB,P01932,3.135
P05798,postgresB,P01933,8.901
P05799,postgresC,P01933,2.59
P05800,postgresC,P01933,3.869
P05801,postgresB,P01934,5.278
P05802,postgresB,P01934,3.092
P05803,postgresB,P01934,3.93
P05804,postgresC,P01935,5.113
P05805,postgresB,P01935,9.348
P05806,postgresB,P01935,0.498
P05807,postgresC,P01936,3.799
P05808,postgresA,P01936,1.835
P05809,postgresC,P01936,4.623
P05810,postgresC,P01937,7.037
P05811,postgresC,P01937,2.685
P05812,postgresA,P01937,9.485
P05813,postgresC,P01938,9.514
P05814,postgresC,P01938,6.512
P05815,postgresA,P01938,0.65
P05816,postgresA,P01939,2.713
P05817,postgresB,P01939,1.214
P05818,postgresB,P01939,1.257
P05819,postgresA,P01940,2.345
P05820,postgresB,P01940,9.795
P05821,postgresB,P01940,2.643
P05822,postgresB,P01941,5.331
P05823,postgresA,P01941,4.498
P05824,postgresC,P01941,3.249
P05825,postgresB,P01942,3.987
P05826,postgresA,P01942,6.456
P05827,postgresB,P01942,9.786
P05828,postgresC,P01943,4.457
P05829,postgresA,P01943,0.72
P05830,postgresB,P01943,2.788
P05831,postgresA,P01944,6.075
P05832,postgresA,P01944,6.715
P05833,postgresA,P01944,0.987
P05834,postgresC,P01945,1.516
P05835,postgresC,P01945,0.048
P05836,postgresC,P01945,4.16
P05837,postgresB,P01946,4.092
P05838,postgresB,P01946,6.329
P05839,postgresB,P01946,3.746
P05840,postgresB,P01947,1.631
P05841,postgresB,P01947,3.949
P05842,postgresB,P01947,5.849
P05843,postgresC,P01948,1.543
P05844,postgresC,P01948,6.425
P05845,postgresA,P01948,6.518
P05846,postgresA,P01949,6.286
P05847,postgresB,P01949,2.622
P05848,postgresB,P01949,5.453
P05849,postgresA,P01950,4.021
P05850,postgresC,P01950,0.87
P05851,postgresB,P01950,0.562
P05852,postgresC,P01951,4.921
P05853,postgresC,P01951,8.882
P05854,postgresA,P01951,1.285
P05855,postgresA,P01952,1.864
P05856,postgresA,P01952,5.425
P05857,postgresA,P01952,4.584
P05858,postgresA,P01953,4.656
P05859,postgresC,P01953,5.013
P05860,postgresA,P01953,2.733
P05861,postgresB,P01954,5.804
P05862,postgresA,P01954,6.707
P05863,postgresA,P01954,8.618
P05864,postgresA,P01955,8.866
P05865,postgresB,P01955,3.213
P05866,postgresA,P01955,0.86
P05867,postgresB,P01956,7.534
P05868,postgresB,P01956,5.675
P05869,postgresC,P01956,3.215
P05870,postgresC,P01957,3.61
P05871,postgresC,P01957,0.084
P05872,postgresC,P01957,6.892
P05873,postgresC,P01958,3.655
P05874,postgresB,P01958,6.767
P05875,postgresC,P01958,5.084
P05876,postgresB,P01959,7.367
P05877,postgresB,P01959,8.537
P05878,postgresB,P01959,4.357
P05879,postgresC,P01960,4.077
P05880,postgresA,P01960,9.353
P05881,postgresA,P01960,8.205
P05882,postgresA,P01961,2.735
P05883,postgresA,P01961,2.049
P05884,postgresA,P01961,8.719
P05885,postgresA,P01962,3.366
P05886,postgresB,P01962,0.024
P05887,postgresB,P01962,4.238
P05888,postgresB,P01963,4.7
P05889,postgresA,P01963,0.001
P05890,postgresC,P01963,5.647
P05891,postgresB,P01964,8.774
P05892,postgresB,P01964,7.411
P05893,postgresC,P01964,9.673
P05894,postgresB,P01965,7.277
P05895,postgresA,P01965,4.359
P05896,postgresC,P01965,5.999
P05897,postgresB,P01966,8.834
P05898,postgresC,P01966,4.763
P05899,postgresB,P01966,3.756
P05900,postgresB,P01967,2.096
P05901,postgresB,P01967,2.391
P05902,postgresB,P01967,3.464
P05903,postgresB,P01968,7.958
P05904,postgresC,P01968,6.549
P05905,postgresA,P01968,3.917
P05906,postgresC,P01969,9.457
P05907,postgresB,P01969,5.695
P05908,postgresC,P01969,8.4
P05909,postgresA,P01970,7.887
P05910,postgresA,P01970,9.378
P05911,postgresC,P01970,4.063
P05912,postgresA,P01971,7.954
P05913,postgresC,P01971,5.125
P05914,postgresB,P01971,2.573
P05915,postgresC,P01972,8.417
P05916,postgresC,P01972,4.686
P05917,postgresA,P01972,6.942
P05918,postgresC,P01973,9.651
P05919,postgresC,P01973,6.348
P05920,postgresC,P01973,0.909
P05921,postgresA,P01974,1.329
P05922,postgresB,P01974,7.167
P05923,postgresC,P01974,0.834
P05924,postgresC,P01975,4.211
P05925,postgresB,P01975,2.856
P05926,postgresC,P01975,3.909
P05927,postgresA,P01976,8.908
P05928,postgresA,P01976,0.979
P05929,postgresB,P01976,2.391
P05930,postgresA,P01977,9.076
P05931,postgresA,P01977,1.179
P05932,postgresB,P01977,6.398
P05933,postgresB,P01978,4.237
P05934,postgresB,P01978,6.747
P05935,postgresA,P01978,3.904
P05936,postgresC,P01979,9.35
P05937,postgresC,P01979,7.649
P05938,postgresA,P01979,3.72
P05939,postgresA,P01980,4.9
P05940,postgresC,P01980,2.074
P05941,postgresB,P01980,4.653
P05942,postgresA,P01981,0.761
P05943,postgresA,P01981,9.177
P05944,postgresB,P01981,1.819
P05945,postgresB,P01982,6.76
P05946,postgresC,P01982,8.169
P05947,postgresB,P01982,5.025
P05948,postgresB,P01983,7.125
P05949,postgresA,P01983,2.291
P05950,postgresA,P01983,6.512
P05951,postgresC,P01984,6.956
P05952,postgresA,P01984,8.516
P05953,postgresC,P01984,3.952
P05954,postgresB,P01985,9.669
P05955,postgresB,P01985,7.626
P05956,postgresA,P01985,1.634
P05957,postgresA,P01986,9.171
P05958,postgresC,P01986,8.13
P05959,postgresC,P01986,3.916
P05960,postgresC,P01987,7.629
P05961,postgresA,P01987,4.092
P05962,postgresA,P01987,1.389
P05963,postgresC,P01988,9.454
P05964,postgresA,P01988,1.973
P05965,postgresC,P01988,2.785
P05966,postgresC,P01989,3.004
P05967,postgresC,P01989,1.611
P05968,postgresC,P01989,6.292
P05969,postgresB,P01990,7.06
P05970,postgresA,P01990,5.554
P05971,postgresC,P01990,5.41
P05972,postgresA,P01991,6.363
P05973,postgresB,P01991,0.791
P05974,postgresA,P01991,3.489
P05975,postgresB,P01992,1.654
P05976,postgresB,P01992,5.371
P05977,postgresA,P01992,4.839
P05978,postgresB,P01993,2.968
P05979,postgresB,P01993,5.111
P05980,postgresB,P01993,3.108
P05981,postgresB,P01994,4.009
P05982,postgresC,P01994,2.392
P05983,postgresA,P01994,0.067
P05984,postgresA,P01995,6.587
P05985,postgresA,P01995,4.336
P05986,postgresA,P01995,8.194
P05987,postgresC,P01996,9.396
P05988,postgresC,P01996,6.941
P05989,postgresA,P01996,1.989
P05990,postgresC,P01997,8.527
P05991,postgresB,P01997,8.419
P05992,postgresA,P01997,9.766
P05993,postgresC,P01998,9.285
P05994,postgresC,P01998,8.235
P05995,postgresC,P01998,1.541
P05996,postgresC,P01999,0.499
P05997,postgresB,P01999,0.258
P05998,postgresC,P01999,2.614
P05999,postgresB,P02000,8.41
P06000,postgresA,P02000,4.897
P06001,postgresB,P02000,2.63
P06002,postgresC,P02001,0.315
P06003,postgresC,P02001,9.661
P06004,postgresA,P02001,1.205
P06005,postgresB,P02002,6.496
P06006,postgresA,P02002,8.162
P06007,postgresC,P02002,0.802
P06008,postgresA,P02003,3.869
P06009,postgresB,P02003,5.179
P06010,postgresB,P02003,1.382
P06011,postgresA,P02004,6.604
P06012,postgresC,P02004,3.109
