partsid,datalink,parents_partsid
P05741,postgresC,P01914
P05742,postgresB,P01914
P05743,postgresB,P01914
P05744,postgresA,P01915
P05745,postgresB,P01915
P05746,postgresB,P01915
P05747,postgresA,P01916
P05748,postgresA,P01916
P05749,postgresB,P01916
P05750,postgresB,P01917
P05751,postgresC,P01917
P05752,postgresB,P01917
P05753,postgresB,P01918
P05754,postgresA,P01918
P05755,postgresB,P01918
P05756,postgresC,P01919
P05757,postgresB,P01919
P05758,postgresB,P01919
P05759,postgresB,P01920
P05760,postgresC,P01920
P05761,postgresA,P01920
P05762,postgresA,P01921
P05763,postgresA,P01921
P05764,postgresA,P01921
P05765,postgresA,P01922
P05766,postgresC,P01922
P05767,postgresA,P01922
P05768,postgresC,P01923
P05769,postgresB,P01923
P05770,postgresC,P01923
P05771,postgresA,P01924
P05772,postgresC,P01924
P05773,postgresA,P01924
P05774,postgresB,P01925
P05775,postgresA,P01925
P05776,postgresA,P01925
P05777,postgresA,P01926
P05778,postgresC,P01926
P05779,postgresA,P01926
P05780,postgresA,P01927
P05781,postgresC,P01927
P05782,postgresC,P01927
P05783,postgresC,P01928
P05784,postgresC,P01928
P05785,postgresB,P01928
P05786,postgresA,P01929
P05787,postgresC,P01929
P05788,postgresC,P01929
P05789,postgresC,P01930
P05790,postgresC,P01930
P05791,postgresB,P01930
P05792,postgresC,P01931
P05793,postgresC,P01931
P05794,postgresA,P01931
P05795,postgresC,P01932
P05796,postgresA,P01932
P05797,postgresB,P01932
P05798,postgresB,P01933
P05799,postgresC,P01933
P05800,postgresC,P01933
P05801,postgresB,P01934
P05802,postgresB,P01934
P05803,postgresB,P01934
P05804,postgresC,P01935
P05805,postgresB,P01935
P05806,postgresB,P01935
P05807,postgresC,P01936
P05808,postgresA,P01936
P05809,postgresC,P01936
P05810,postgresC,P01937
P05811,postgresC,P01937
P05812,postgresA,P01937
P05813,postgresC,P01938
P05814,postgresC,P01938
P05815,postgresA,P01938
P05816,postgresA,P01939
P05817,postgresB,P01939
P05818,postgresB,P01939
P05819,postgresA,P01940
P05820,postgresB,P01940
P05821,postgresB,P01940
P05822,postgresB,P01941
P05823,postgresA,P01941
P05824,postgresC,P01941
P05825,postgresB,P01942
P05826,postgresA,P01942
P05827,postgresB,P01942
P05828,postgresC,P01943
P05829,postgresA,P01943
P05830,postgresB,P01943
P05831,postgresA,P01944
P05832,postgresA,P01944
P05833,postgresA,P01944
P05834,postgresC,P01945
P05835,postgresC,P01945
P05836,postgresC,P01945
P05837,postgresB,P01946
P05838,postgresB,P01946
P05839,postgresB,P01946
P05840,postgresB,P01947
P05841,postgresB,P01947
P05842,postgresB,P01947
P05843,postgresC,P01948
P05844,postgresC,P01948
P05845,postgresA,P01948
P05846,postgresA,P01949
P05847,postgresB,P01949
P05848,postgresB,P01949
P05849,postgresA,P01950
P05850,postgresC,P01950
P05851,postgresB,P01950
P05852,postgresC,P01951
P05853,postgresC,P01951
P05854,postgresA,P01951
P05855,postgresA,P01952
P05856,postgresA,P01952
P05857,postgresA,P01952
P05858,postgresA,P01953
P05859,postgresC,P01953
P05860,postgresA,P01953
P05861,postgresB,P01954
P05862,postgresA,P01954
P05863,postgresA,P01954
P05864,postgresA,P01955
P05865,postgresB,P01955
P05866,postgresA,P01955
P05867,postgresB,P01956
P05868,postgresB,P01956
P05869,postgresC,P01956
P05870,postgresC,P01957
P05871,postgresC,P01957
P05872,postgresC,P01957
P05873,postgresC,P01958
P05874,postgresB,P01958
P05875,postgresC,P01958
P05876,postgresB,P01959
P05877,postgresB,P01959
P05878,postgresB,P01959
P05879,postgresC,P01960
P05880,postgresA,P01960
P05881,postgresA,P01960
P05882,postgresA,P01961
P05883,postgresA,P01961
P05884,postgresA,P01961
P05885,postgresA,P01962
P05886,postgresB,P01962
P05887,postgresB,P01962
P05888,postgresB,P01963
P05889,postgresA,P01963
P05890,postgresC,P01963
P05891,postgresB,P01964
P05892,postgresB,P01964
P05893,postgresC,P01964
P05894,postgresB,P01965
P05895,postgresA,P01965
P05896,postgresC,P01965
P05897,postgresB,P01966
P05898,postgresC,P01966
P05899,postgresB,P01966
P05900,postgresB,P01967
P05901,postgresB,P01967
P05902,postgresB,P01967
P05903,postgresB,P01968
P05904,postgresC,P01968
P05905,postgresA,P01968
P05906,postgresC,P01969
P05907,postgresB,P01969
P05908,postgresC,P01969
P05909,postgresA,P01970
P05910,postgresA,P01970
P05911,postgresC,P01970
P05912,postgresA,P01971
P05913,postgresC,P01971
P05914,postgresB,P01971
P05915,postgresC,P01972
P05916,postgresC,P01972
P05917,postgresA,P01972
P05918,postgresC,P01973
P05919,postgresC,P01973
P05920,postgresC,P01973
P05921,postgresA,P01974
P05922,postgresB,P01974
P05923,postgresC,P01974
P05924,postgresC,P01975
P05925,postgresB,P01975
P05926,postgresC,P01975
P05927,postgresA,P01976
P05928,postgresA,P01976
P05929,postgresB,P01976
P05930,postgresA,P01977
P05931,postgresA,P01977
P05932,postgresB,P01977
P05933,postgresB,P01978
P05934,postgresB,P01978
P05935,postgresA,P01978
P05936,postgresC,P01979
P05937,postgresC,P01979
P05938,postgresA,P01979
P05939,postgresA,P01980
P05940,postgresC,P01980
P05941,postgresB,P01980
P05942,postgresA,P01981
P05943,postgresA,P01981
P05944,postgresB,P01981
P05945,postgresB,P01982
P05946,postgresC,P01982
P05947,postgresB,P01982
P05948,postgresB,P01983
P05949,postgresA,P01983
P05950,postgresA,P01983
P05951,postgresC,P01984
P05952,postgresA,P01984
P05953,postgresC,P01984
P05954,postgresB,P01985
P05955,postgresB,P01985
P05956,postgresA,P01985
P05957,postgresA,P01986
P05958,postgresC,P01986
P05959,postgresC,P01986
P05960,postgresC,P01987
P05961,postgresA,P01987
P05962,postgresA,P01987
P05963,postgresC,P01988
P05964,postgresA,P01988
P05965,postgresC,P01988
P05966,postgresC,P01989
P05967,postgresC,P01989
P05968,postgresC,P01989
P05969,postgresB,P01990
P05970,postgresA,P01990
P05971,postgresC,P01990
P05972,postgresA,P01991
P05973,postgresB,P01991
P05974,postgresA,P01991
P05975,postgresB,P01992
P05976,postgresB,P01992
P05977,postgresA,P01992
P05978,postgresB,P01993
P05979,postgresB,P01993
P05980,postgresB,P01993
P05981,postgresB,P01994
P05982,postgresC,P01994
P05983,postgresA,P01994
P05984,postgresA,P01995
P05985,postgresA,P01995
P05986,postgresA,P01995
P05987,postgresC,P01996
P05988,postgresC,P01996
P05989,postgresA,P01996
P05990,postgresC,P01997
P05991,postgresB,P01997
P05992,postgresA,P01997
P05993,postgresC,P01998
P05994,postgresC,P01998
P05995,postgresC,P01998
P05996,postgresC,P01999
P05997,postgresB,P01999
P05998,postgresC,P01999
P05999,postgresB,P02000
P06000,postgresA,P02000
P06001,postgresB,P02000
P06002,postgresC,P02001
P06003,postgresC,P02001
P06004,postgresA,P02001
P06005,postgresB,P02002
P06006,postgresA,P02002
P06007,postgresC,P02002
P06008,postgresA,P02003
P06009,postgresB,P02003
P06010,postgresB,P02003
P06011,postgresA,P02004
P06012,postgresC,P02004
P06013,postgresC,P02004
P06014,postgresA,P02005
P06015,postgresB,P02005
P06016,postgresA,P02005
P06017,postgresB,P02006
P06018,postgresB,P02006
P06019,postgresC,P02006
P06020,postgresC,P02007
P06021,postgresC,P02007
P06022,postgresB,P02007
P06023,postgresA,P02008
P06024,postgresB,P02008
P06025,postgresA,P02008
P06026,postgresC,P02009
P06027,postgresA,P02009
P06028,postgresC,P02009
P06029,postgresA,P02010
P06030,postgresB,P02010
P06031,postgresA,P02010
P06032,postgresB,P02011
P06033,postgresC,P02011
P06034,postgresB,P02011
P06035,postgresC,P02012
P06036,postgresC,P02012
P06037,postgresA,P02012
P06038,postgresB,P02013
P06039,postgresC,P02013
P06040,postgresC,P02013
P06041,postgresC,P02014
P06042,postgresA,P02014
P06043,postgresB,P02014
P06044,postgresA,P02015
P06045,postgresB,P02015
P06046,postgresA,P02015
P06047,postgresC,P02016
P06048,postgresC,P02016
P06049,postgresC,P02016
P06050,postgresB,P02017
P06051,postgresB,P02017
P06052,postgresB,P02017
P06053,postgresB,P02018
P06054,postgresA,P02018
P06055,postgresA,P02018
P06056,postgresC,P02019
P06057,postgresB,P02019
P06058,postgresA,P02019
P06059,postgresA,P02020
P06060,postgresA,P02020
P06061,postgresC,P02020
P06062,postgresA,P02021
P06063,postgresC,P02021
P06064,postgresB,P02021
P06065,postgresB,P02022
P06066,postgresB,P02022
P06067,postgresB,P02022
P06068,postgresA,P02023
P06069,postgresB,P02023
P06070,postgresA,P02023
P06071,postgresB,P02024
P06072,postgresA,P02024
P06073,postgresA,P02024
P06074,postgresA,P02025
P06075,postgresC,P02025
P06076,postgresA,P02025
P06077,postgresB,P02026
P06078,postgresC,P02026
P06079,postgresA,P02026
P06080,postgresA,P02027
P06081,postgresC,P02027
P06082,postgresA,P02027
P06083,postgresA,P02028
P06084,postgresA,P02028
P06085,postgresC,P02028
P06086,postgresB,P02029
P06087,postgresB,P02029
P06088,postgresB,P02029
P06089,postgresC,P02030
P06090,postgresA,P02030
P06091,postgresB,P02030
P06092,postgresB,P02031
P06093,postgresC,P02031
P06094,postgresB,P02031
P06095,postgresA,P02032
P06096,postgresA,P02032
P06097,postgresA,P02032
P06098,postgresB,P02033
P06099,postgresB,P02033
P06100,postgresB,P02033
P06101,postgresA,P02034
P06102,postgresB,P02034
P06103,postgresC,P02034
P06104,postgresC,P02035
P06105,postgresB,P02035
P06106,postgresC,P02035
P06107,postgresB,P02036
P06108,postgresC,P02036
P06109,postgresC,P02036
P06110,postgresA,P02037
P06111,postgresA,P02037
P06112,postgresA,P02037
P06113,postgresB,P02038
P06114,postgresC,P02038
P06115,postgresC,P02038
P06116,postgresA,P02039
P06117,postgresA,P02039
P06118,postgresA,P02039
P06119,postgresA,P02040
P06120,postgresA,P02040
P06121,postgresC,P02040
P06122,postgresC,P02041
P06123,postgresC,P02041
P06124,postgresC,P02041
P06125,postgresC,P02042
P06126,postgresA,P02042
P06127,postgresC,P02042
P06128,postgresC,P02043
P06129,postgresC,P02043
P06130,postgresC,P02043
P06131,postgresC,P02044
P06132,postgresB,P02044
P06133,postgresB,P02044
P06134,postgresB,P02045
P06135,postgresA,P02045
P06136,postgresB,P02045
P06137,postgresC,P02046
P06138,postgresB,P02046
P06139,postgresA,P02046
P06140,postgresA,P02047
P06141,postgresB,P02047
P06142,postgresA,P02047
P06143,postgresA,P02048
P06144,postgresB,P02048
P06145,postgresC,P02048
P06146,postgresB,P02049
P06147,postgresB,P02049
P06148,postgresC,P02049
P06149,postgresB,P02050
P06150,postgresA,P02050
P06151,postgresC,P02050
P06152,postgresB,P02051
P06153,postgresC,P02051
P06154,postgresC,P02051
P06155,postgresB,P02052
P06156,postgresC,P02052
P06157,postgresA,P02052
P06158,postgresC,P02053
P06159,postgresA,P02053
P06160,postgresB,P02053
P06161,postgresC,P02054
P06162,postgresB,P02054
P06163,postgresB,P02054
P06164,postgresA,P02055
P06165,postgresC,P02055
P06166,postgresC,P02055
P06167,postgresC,P02056
P06168,postgresB,P02056
P06169,postgresA,P02056
P06170,postgresC,P02057
P06171,postgresC,P02057
P06172,postgresB,P02057
P06173,postgresC,P02058
P06174,postgresC,P02058
P06175,postgresA,P02058
P06176,postgresC,P02059
P06177,postgresB,P02059
P06178,postgresC,P02059
P06179,postgresA,P02060
P06180,postgresA,P02060
P06181,postgresA,P02060
P06182,postgresA,P02061
P06183,postgresC,P02061
P06184,postgresB,P02061
P06185,postgresA,P02062
P06186,postgresB,P02062
P06187,postgresB,P02062
P06188,postgresC,P02063
P06189,postgresC,P02063
P06190,postgresC,P02063
P06191,postgresC,P02064
P06192,postgresB,P02064
P06193,postgresA,P02064
P06194,postgresA,P02065
P06195,postgresC,P02065
P06196,postgresA,P02065
P06197,postgresB,P02066
P06198,postgresB,P02066
P06199,postgresB,P02066
P06200,postgresC,P02067
P06201,postgresA,P02067
P06202,postgresB,P02067
P06203,postgresB,P02068
P06204,postgresC,P02068
P06205,postgresB,P02068
P06206,postgresA,P02069
P06207,postgresC,P02069
P06208,postgresB,P02069
P06209,postgresB,P02070
P06210,postgresA,P02070
P06211,postgresB,P02070
P06212,postgresA,P02071
P06213,postgresA,P02071
P06214,postgresA,P02071
P06215,postgresA,P02072
P06216,postgresA,P02072
P06217,postgresA,P02072
P06218,postgresC,P02073
P06219,postgresC,P02073
P06220,postgresC,P02073
P06221,postgresA,P02074
P06222,postgresA,P02074
P06223,postgresA,P02074
P06224,postgresB,P02075
P06225,postgresC,P02075
P06226,postgresB,P02075
P06227,postgresC,P02076
P06228,postgresA,P02076
P06229,postgresC,P02076
P06230,postgresC,P02077
P06231,postgresC,P02077
P06232,postgresB,P02077
P06233,postgresB,P02078
P06234,postgresB,P02078
P06235,postgresA,P02078
P06236,postgresC,P02079
P06237,postgresA,P02079
P06238,postgresB,P02079
P06239,postgresC,P02080
P06240,postgresB,P02080
P06241,postgresA,P02080
P06242,postgresC,P02081
P06243,postgresC,P02081
P06244,postgresC,P02081
P06245,postgresC,P02082
P06246,postgresC,P02082
P06247,postgresA,P02082
P06248,postgresA,P02083
P06249,postgresC,P02083
P06250,postgresB,P02083
P06251,postgresA,P02084
P06252,postgresC,P02084
P06253,postgresC,P02084
P06254,postgresA,P02085
P06255,postgresA,P02085
P06256,postgresB,P02085
P06257,postgresB,P02086
P06258,postgresC,P02086
P06259,postgresA,P02086
P06260,postgresB,P02087
P06261,postgresA,P02087
P06262,postgresC,P02087
P06263,postgresA,P02088
P06264,postgresA,P02088
P06265,postgresB,P02088
P06266,postgresA,P02089
P06267,postgresC,P02089
P06268,postgresB,P02089
P06269,postgresC,P02090
P06270,postgresA,P02090
P06271,postgresB,P02090
P06272,postgresA,P02091
P06273,postgresA,P02091
P06274,postgresC,P02091
P06275,postgresA,P02092
P06276,postgresA,P02092
P06277,postgresB,P02092
P06278,postgresB,P02093
P06279,postgresB,P02093
P06280,postgresC,P02093
P06281,postgresC,P02094
P06282,postgresA,P02094
P06283,postgresC,P02094
P06284,postgresC,P02095
P06285,postgresC,P02095
P06286,postgresA,P02095
P06287,postgresC,P02096
P06288,postgresA,P02096
P06289,postgresC,P02096
P06290,postgresB,P02097
P06291,postgresA,P02097
P06292,postgresC,P02097
P06293,postgresC,P02098
P06294,postgresC,P02098
P06295,postgresA,P02098
P06296,postgresB,P02099
P06297,postgresA,P02099
P06298,postgresC,P02099
P06299,postgresA,P02100
P06300,postgresA,P02100
P06301,postgresA,P02100
P06302,postgresA,P02101
P06303,postgresC,P02101
P06304,postgresB,P02101
P06305,postgresC,P02102
P06306,postgresC,P02102
P06307,postgresB,P02102
P06308,postgresA,P02103
P06309,postgresC,P02103
P06310,postgresB,P02103
P06311,postgresA,P02104
P06312,postgresA,P02104
P06313,postgresB,P02104
P06314,postgresC,P02105
P06315,postgresA,P02105
P06316,postgresA,P02105
P06317,postgresC,P02106
P06318,postgresB,P02106
P06319,postgresA,P02106
P06320,postgresA,P02107
P06321,postgresB,P02107
P06322,postgresB,P02107
P06323,postgresA,P02108
P06324,postgresC,P02108
P06325,postgresB,P02108
P06326,postgresC,P02109
P06327,postgresB,P02109
P06328,postgresA,P02109
P06329,postgresC,P02110
P06330,postgresB,P02110
P06331,postgresA,P02110
P06332,postgresB,P02111
P06333,postgresB,P02111
P06334,postgresA,P02111
P06335,postgresA,P02112
P06336,postgresB,P02112
P06337,postgresC,P02112
P06338,postgresB,P02113
P06339,postgresA,P02113
P06340,postgresC,P02113
P06341,postgresC,P02114
P06342,postgresB,P02114
P06343,postgresB,P02114
P06344,postgresC,P02115
P06345,postgresB,P02115
P06346,postgresB,P02115
P06347,postgresC,P02116
P06348,postgresC,P02116
P06349,postgresB,P02116
P06350,postgresB,P02117
P06351,postgresC,P02117
P06352,postgresC,P02117
P06353,postgresA,P02118
P06354,postgresC,P02118
P06355,postgresA,P02118
P06356,postgresB,P02119
P06357,postgresC,P02119
P06358,postgresC,P02119
P06359,postgresC,P02120
P06360,postgresB,P02120
P06361,postgresC,P02120
P06362,postgresB,P02121
P06363,postgresB,P02121
P06364,postgresA,P02121
P06365,postgresB,P02122
P06366,postgresC,P02122
P06367,postgresC,P02122
P06368,postgresA,P02123
P06369,postgresB,P02123
P06370,postgresB,P02123
P06371,postgresC,P02124
P06372,postgresC,P02124
P06373,postgresA,P02124
P06374,postgresA,P02125
P06375,postgresA,P02125
P06376,postgresB,P02125
P06377,postgresA,P02126
P06378,postgresB,P02126
P06379,postgresA,P02126
P06380,postgresA,P02127
P06381,postgresB,P02127
P06382,postgresB,P02127
P06383,postgresB,P02128
P06384,postgresC,P02128
P06385,postgresB,P02128
P06386,postgresA,P02129
P06387,postgresA,P02129
P06388,postgresB,P02129
P06389,postgresB,P02130
P06390,postgresC,P02130
P06391,postgresA,P02130
P06392,postgresB,P02131
P06393,postgresB,P02131
P06394,postgresB,P02131
P06395,postgresC,P02132
P06396,postgresB,P02132
P06397,postgresA,P02132
P06398,postgresC,P02133
P06399,postgresC,P02133
P06400,postgresC,P02133
P06401,postgresA,P02134
P06402,postgresA,P02134
P06403,postgresB,P02134
P06404,postgresC,P02135
P06405,postgresA,P02135
P06406,postgresC,P02135
P06407,postgresB,P02136
P06408,postgresA,P02136
P06409,postgresA,P02136
P06410,postgresA,P02137
P06411,postgresC,P02137
P06412,postgresA,P02137
P06413,postgresA,P02138
P06414,postgresB,P02138
P06415,postgresC,P02138
P06416,postgresC,P02139
P06417,postgresA,P02139
P06418,postgresB,P02139
P06419,postgresC,P02140
P06420,postgresC,P02140
P06421,postgresB,P02140
P06422,postgresB,P02141
P06423,postgresA,P02141
P06424,postgresB,P02141
P06425,postgresA,P02142
P06426,postgresC,P02142
P06427,postgresB,P02142
P06428,postgresA,P02143
P06429,postgresB,P02143
P06430,postgresB,P02143
P06431,postgresB,P02144
P06432,postgresA,P02144
P06433,postgresB,P02144
P06434,postgresC,P02145
P06435,postgresC,P02145
P06436,postgresA,P02145
P06437,postgresC,P02146
P06438,postgresC,P02146
P06439,postgresA,P02146
P06440,postgresC,P02147
P06441,postgresB,P02147
P06442,postgresA,P02147
P06443,postgresA,P02148
P06444,postgresA,P02148
P06445,postgresC,P02148
P06446,postgresC,P02149
P06447,postgresB,P02149
P06448,postgresA,P02149
P06449,postgresB,P02150
P06450,postgresC,P02150
P06451,postgresB,P02150
P06452,postgresA,P02151
P06453,postgresA,P02151
P06454,postgresA,P02151
P06455,postgresC,P02152
P06456,postgresA,P02152
P06457,postgresA,P02152
P06458,postgresC,P02153
P06459,postgresB,P02153
P06460,postgresA,P02153
P06461,postgresB,P02154
P06462,postgresC,P02154
P06463,postgresA,P02154
P06464,postgresA,P02155
P06465,postgresC,P02155
