partsid,datalink,totalcfp,cfp,parents_partsid
P06398,postgresC,9.01,9.01,P02133
P06399,postgresC,1.187,1.187,P02133
P06400,postgresC,8.278,8.278,P02133
P06401,postgresA,5.362,5.362,P02134
P06402,postgresA,5.59,5.59,P02134
P06403,postgresB,2.345,2.345,P02134
P06404,postgresC,8.681,8.681,P02135
P06405,postgresA,7.211,7.211,P02135
P06406,postgresC,0.131,0.131,P02135
P06407,postgresB,7.713,7.713,P02136
P06408,postgresA,1.919,1.919,P02136
P06409,postgresA,5.346,5.346,P02136
P06410,postgresA,2.37,2.37,P02137
P06411,postgresC,2.655,2.655,P02137
P06412,postgresA,8.134,8.134,P02137
P06413,postgresA,6.977,6.977,P02138
P06414,postgresB,4.825,4.825,P02138
P06415,postgresC,3.673,3.673,P02138
P06416,postgresC,1.004,1.004,P02139
P06417,postgresA,7.789,7.789,P02139
P06418,postgresB,8.136,8.136,P02139
P06419,postgresC,0.809,0.809,P02140
P06420,postgresC,5.021,5.021,P02140
P06421,postgresB,8.563,8.563,P02140
P06422,postgresB,1.256,1.256,P02141
P06423,postgresA,7.864,7.864,P02141
P06424,postgresB,7.072,7.072,P02141
P06425,postgresA,9.461,9.461,P02142
P06426,postgresC,0.167,0.167,P02142
P06427,postgresB,9.446,9.446,P02142
P06428,postgresA,4.448,4.448,P02143
P06429,postgresB,1.134,1.134,P02143
P06430,postgresB,3.188,3.188,P02143
P06431,postgresB,3.415,3.415,P02144
P06432,postgresA,2.511,2.511,P02144
P06433,postgresB,3.661,3.661,P02144
P06434,postgresC,5.229,5.229,P02145
P06435,postgresC,8.245,8.245,P02145
P06436,postgresA,3.195,3.195,P02145
P06437,postgresC,0.664,0.664,P02146
P06438,postgresC,1.186,1.186,P02146
P06439,postgresA,3.177,3.177,P02146
P06440,postgresC,1.425,1.425,P02147
P06441,postgresB,3.412,3.412,P02147
P06442,postgresA,4.107,4.107,P02147
P06443,postgresA,3.593,3.593,P02148
P06444,postgresA,6.865,6.865,P02148
P06445,postgresC,8.721,8.721,P02148
P06446,postgresC,4.148,4.148,P02149
P06447,postgresB,4.317,4.317,P02149
P06448,postgresA,4.722,4.722,P02149
P06449,postgresB,3.346,3.346,P02150
P06450,postgresC,6.473,6.473,P02150
P06451,postgresB,4.302,4.302,P02150
P06452,postgresA,7.574,7.574,P02151
P06453,postgresA,3.019,3.019,P02151
P06454,postgresA,4.069,4.069,P02151
P06455,postgresC,1.693,1.693,P02152
P06456,postgresA,5.476,5.476,P02152
P06457,postgresA,3.503,3.503,P02152
P06458,postgresC,3.054,3.054,P02153
P06459,postgresB,0.01,0.01,P02153
P06460,postgresA,5.963,5.963,P02153
P06461,postgresB,9.924,9.924,P02154
P06462,postgresC,0.555,0.555,P02154
P06463,postgresA,6.468,6.468,P02154
P06464,postgresA,6.625,6.625,P02155
P06465,postgresC,1.67,1.67,P02155
P06466,postgresB,3.04,3.04,P02155
P06467,postgresB,4.832,4.832,P02156
P06468,postgresB,3.735,3.735,P02156
P06469,postgresA,3.988,3.988,P02156
P06470,postgresA,7.576,7.576,P02157
P06471,postgresA,2.5,2.5,P02157
P06472,postgresB,1.96,1.96,P02157
P06473,postgresC,7.699,7.699,P02158
P06474,postgresA,9.286,9.286,P02158
P06475,postgresC,4.82,4.82,P02158
P06476,postgresA,0.004,0.004,P02159
P06477,postgresB,3.854,3.854,P02159
P06478,postgresC,3.555,3.555,P02159
P06479,postgresA,1.973,1.973,P02160
P06480,postgresB,0.325,0.325,P02160
P06481,postgresA,0.114,0.114,P02160
P06482,postgresA,4.072,4.072,P02161
P06483,postgresA,0.661,0.661,P02161
P06484,postgresA,7.842,7.842,P02161
P06485,postgresC,1.792,1.792,P02162
P06486,postgresC,6.284,6.284,P02162
P06487,postgresB,5.893,5.893,P02162
P06488,postgresA,9.718,9.718,P02163
P06489,postgresB,7.238,7.238,P02163
P06490,postgresA,5.143,5.143,P02163
P06491,postgresB,5.846,5.846,P02164
P06492,postgresC,5.045,5.045,P02164
P06493,postgresB,0.539,0.539,P02164
P06494,postgresA,4.399,4.399,P02165
P06495,postgresA,1.366,1.366,P02165
P06496,postgresC,2.304,2.304,P02165
P06497,postgresB,8.981,8.981,P02166
P06498,postgresC,2.179,2.179,P02166
P06499,postgresC,9.08,9.08,P02166
P06500,postgresB,7.109,7.109,P02167
P06501,postgresB,0.564,0.564,P02167
P06502,postgresB,8.252,8.252,P02167
P06503,postgresB,7.974,7.974,P02168
P06504,postgresC,5.315,5.315,P02168
P06505,postgresA,6.34,6.34,P02168
P06506,postgresB,6.28,6.28,P02169
P06507,postgresA,8.531,8.531,P02169
P06508,postgresC,7.219,7.219,P02169
P06509,postgresA,5.072,5.072,P02170
P06510,postgresB,8.046,8.046,P02170
P06511,postgresC,9.075,9.075,P02170
P06512,postgresA,8.702,8.702,P02171
P06513,postgresC,6.155,6.155,P02171
P06514,postgresB,8.58,8.58,P02171
P06515,postgresA,3.23,3.23,P02172
P06516,postgresA,2.213,2.213,P02172
P06517,postgresB,6.214,6.214,P02172
P06518,postgresC,4.117,4.117,P02173
P06519,postgresB,0.899,0.899,P02173
P06520,postgresA,0.225,0.225,P02173
P06521,postgresC,6.852,6.852,P02174
P06522,postgresC,9.144,9.144,P02174
P06523,postgresB,8.529,8.529,P02174
P06524,postgresB,0.474,0.474,P02175
P06525,postgresC,6.943,6.943,P02175
P06526,postgresB,7.91,7.91,P02175
P06527,postgresB,2.731,2.731,P02176
P06528,postgresC,8.612,8.612,P02176
P06529,postgresB,2.596,2.596,P02176
P06530,postgresB,9.061,9.061,P02177
P06531,postgresC,1.99,1.99,P02177
P06532,postgresC,1.784,1.784,P02177
P06533,postgresA,8.924,8.924,P02178
P06534,postgresB,7.556,7.556,P02178
P06535,postgresA,0.013,0.013,P02178
P06536,postgresC,9.729,9.729,P02179
P06537,postgresB,5.645,5.645,P02179
P06538,postgresC,6.508,6.508,P02179
P06539,postgresA,1.416,1.416,P02180
P06540,postgresA,2.341,2.341,P02180
P06541,postgresB,1.757,1.757,P02180
P06542,postgresA,9.073,9.073,P02181
P06543,postgresB,8.049,8.049,P02181
P06544,postgresA,9.237,9.237,P02181
P06545,postgresC,8.229,8.229,P02182
P06546,postgresA,9.901,9.901,P02182
P06547,postgresC,8.889,8.889,P02182
P06548,postgresC,2.559,2.559,P02183
P06549,postgresC,6.658,6.658,P02183
P06550,postgresA,9.063,9.063,P02183
P06551,postgresC,8.835,8.835,P02184
P06552,postgresA,3.728,3.728,P02184
P06553,postgresB,2.58,2.58,P02184
P06554,postgresB,5.702,5.702,P02185
P06555,postgresA,6.791,6.791,P02185
P06556,postgresC,8.641,8.641,P02185
P06557,postgresB,5.273,5.273,P02186
P06558,postgresB,3.161,3.161,P02186
P06559,postgresC,9.666,9.666,P02186
P06560,postgresA,7.345,7.345,P02187
P06561,postgresB,1.025,1.025,P02187
P06562,postgresA,1.967,1.967,P02187
P06563,postgresA,5.416,5.416,P02188
P06564,postgresC,8.764,8.764,P02188
P06565,postgresC,6.898,6.898,P02188
P06566,postgresA,9.778,9.778,P02189
P06567,postgresA,6.134,6.134,P02189
P06568,postgresC,4.726,4.726,P02189
P06569,postgresB,7.365,7.365,P02190
P06570,postgresC,2.965,2.965,P02190
P06571,postgresC,0.584,0.584,P02190
P06572,postgresB,5.484,5.484,P02191
P06573,postgresA,5.501,5.501,P02191
P06574,postgresB,7.151,7.151,P02191
P06575,postgresA,0.891,0.891,P02192
P06576,postgresB,5.346,5.346,P02192
P06577,postgresC,7.87,7.87,P02192
P06578,postgresC,9.15,9.15,P02193
P06579,postgresC,4.459,4.459,P02193
P06580,postgresA,3.73,3.73,P02193
P06581,postgresC,7.602,7.602,P02194
P06582,postgresC,6.423,6.423,P02194
P06583,postgresB,0.504,0.504,P02194
P06584,postgresC,2.388,2.388,P02195
P06585,postgresC,6.135,6.135,P02195
P06586,postgresC,1.466,1.466,P02195
P06587,postgresC,0.158,0.158,P02196
P06588,postgresA,6.721,6.721,P02196
P06589,postgresA,0.172,0.172,P02196
P06590,postgresB,1.35,1.35,P02197
P06591,postgresA,7.453,7.453,P02197
P06592,postgresA,6.614,6.614,P02197
P06593,postgresB,7.436,7.436,P02198
P06594,postgresA,2.44,2.44,P02198
P06595,postgresA,7.242,7.242,P02198
P06596,postgresA,2.033,2.033,P02199
P06597,postgresC,0.775,0.775,P02199
P06598,postgresA,1.819,1.819,P02199
P06599,postgresA,4.154,4.154,P02200
P06600,postgresB,4.641,4.641,P02200
P06601,postgresB,4.716,4.716,P02200
P06602,postgresA,3.866,3.866,P02201
P06603,postgresB,6.137,6.137,P02201
P06604,postgresC,8.667,8.667,P02201
P06605,postgresC,1.099,1.099,P02202
P06606,postgresA,7.943,7.943,P02202
P06607,postgresB,6.037,6.037,P02202
P06608,postgresB,7.145,7.145,P02203
P06609,postgresB,1.976,1.976,P02203
P06610,postgresA,1.414,1.414,P02203
P06611,postgresB,2.343,2.343,P02204
P06612,postgresB,2.441,2.441,P02204
P06613,postgresC,2.555,2.555,P02204
P06614,postgresC,3.426,3.426,P02205
P06615,postgresB,5.89,5.89,P02205
P06616,postgresC,6.814,6.814,P02205
P06617,postgresC,6.134,6.134,P02206
P06618,postgresC,9.003,9.003,P02206
P06619,postgresB,7.111,7.111,P02206
P06620,postgresC,7.454,7.454,P02207
P06621,postgresB,0.854,0.854,P02207
P06622,postgresA,1.121,1.121,P02207
P06623,postgresB,0.65,0.65,P02208
P06624,postgresB,5.747,5.747,P02208
P06625,postgresC,2.177,2.177,P02208
P06626,postgresC,0.984,0.984,P02209
P06627,postgresB,5.041,5.041,P02209
P06628,postgresC,2.213,2.213,P02209
P06629,postgresC,4.868,4.868,P02210
P06630,postgresB,9.048,9.048,P02210
P06631,postgresC,4.42,4.42,P02210
P06632,postgresA,2.827,2.827,P02211
P06633,postgresB,0.366,0.366,P02211
P06634,postgresB,8.886,8.886,P02211
P06635,postgresA,4.936,4.936,P02212
P06636,postgresC,6.768,6.768,P02212
P06637,postgresB,3.102,3.102,P02212
P06638,postgresC,6.276,6.276,P02213
P06639,postgresC,9.674,9.674,P02213
P06640,postgresB,9.212,9.212,P02213
P06641,postgresC,5.267,5.267,P02214
P06642,postgresC,3.066,3.066,P02214
P06643,postgresB,1.855,1.855,P02214
P06644,postgresC,2.058,2.058,P02215
P06645,postgresB,0.46,0.46,P02215
P06646,postgresA,3.886,3.886,P02215
P06647,postgresB,8.649,8.649,P02216
P06648,postgresB,3.861,3.861,P02216
P06649,postgresC,7.229,7.229,P02216
P06650,postgresB,6.507,6.507,P02217
P06651,postgresB,9.484,9.484,P02217
P06652,postgresB,9.056,9.056,P02217
P06653,postgresC,1.624,1.624,P02218
P06654,postgresA,6.011,6.011,P02218
P06655,postgresC,6.408,6.408,P02218
P06656,postgresA,7.063,7.063,P02219
P06657,postgresB,4.337,4.337,P02219
P06658,postgresB,5.836,5.836,P02219
P06659,postgresC,3.172,3.172,P02220
P06660,postgresA,8.838,8.838,P02220
P06661,postgresA,9.521,9.521,P02220
P06662,postgresA,3.709,3.709,P02221
P06663,postgresB,7.261,7.261,P02221
P06664,postgresA,2.459,2.459,P02221
P06665,postgresB,0.282,0.282,P02222
P06666,postgresB,7.758,7.758,P02222
P06667,postgresB,6.787,6.787,P02222
P06668,postgresA,6.694,6.694,P02223
P06669,postgresC,7.507,7.507,P02223
P06670,postgresB,0.375,0.375,P02223
P06671,postgresC,1.191,1.191,P02224
P06672,postgresA,6.096,6.096,P02224
P06673,postgresC,6.539,6.539,P02224
P06674,postgresC,7.696,7.696,P02225
P06675,postgresC,5.425,5.425,P02225
P06676,postgresC,9.434,9.434,P02225
P06677,postgresA,0.819,0.819,P02226
P06678,postgresB,9.554,9.554,P02226
P06679,postgresC,2.391,2.391,P02226
P06680,postgresA,7.292,7.292,P02227
P06681,postgresB,8.782,8.782,P02227
P06682,postgresB,0.631,0.631,P02227
P06683,postgresB,9.386,9.386,P02228
P06684,postgresB,2.643,2.643,P02228
P06685,postgresB,1.04,1.04,P02228
P06686,postgresB,7.051,7.051,P02229
P06687,postgresA,4.234,4.234,P02229
P06688,postgresC,1.187,1.187,P02229
P06689,postgresC,2.137,2.137,P02230
P06690,postgresC,4.703,4.703,P02230
P06691,postgresA,2.624,2.624,P02230
P06692,postgresB,1.915,1.915,P02231
P06693,postgresB,7.682,7.682,P02231
P06694,postgresC,3.791,3.791,P02231
P06695,postgresB,2.903,2.903,P02232
P06696,postgresB,7.453,7.453,P02232
P06697,postgresC,1.335,1.335,P02232
P06698,postgresB,2.128,2.128,P02233
P06699,postgresB,6.675,6.675,P02233
P06700,postgresA,7.862,7.862,P02233
P06701,postgresB,7.152,7.152,P02234
P06702,postgresB,9.688,9.688,P02234
P06703,postgresA,9.586,9.586,P02234
P06704,postgresA,7.245,7.245,P02235
P06705,postgresC,9.678,9.678,P02235
P06706,postgresB,9.152,9.152,P02235
P06707,postgresC,0.214,0.214,P02236
P06708,postgresC,1.06,1.06,P02236
P06709,postgresB,6.666,6.666,P02236
P06710,postgresB,8.978,8.978,P02237
P06711,postgresA,7.649,7.649,P02237
P06712,postgresC,2.876,2.876,P02237
P06713,postgresA,7.33,7.33,P02238
P06714,postgresC,2.336,2.336,P02238
P06715,postgresA,8.931,8.931,P02238
P06716,postgresA,9.269,9.269,P02239
P06717,postgresB,3.866,3.866,P02239
P06718,postgresC,4.186,4.186,P02239
P06719,postgresB,5.823,5.823,P02240
P06720,postgresA,7.598,7.598,P02240
P06721,postgresB,4.224,4.224,P02240
P06722,postgresB,0.95,0.95,P02241
P06723,postgresA,1.961,1.961,P02241
P06724,postgresC,5.874,5.874,P02241
P06725,postgresA,1.38,1.38,P02242
P06726,postgresA,3.278,3.278,P02242
P06727,postgresB,0.785,0.785,P02242
P06728,postgresB,4.84,4.84,P02243
P06729,postgresB,0.477,0.477,P02243
P06730,postgresC,9.515,9.515,P02243
P06731,postgresB,7.04,7.04,P02244
P06732,postgresC,1.119,1.119,P02244
P06733,postgresA,0.375,0.375,P02244
P06734,postgresB,0.711,0.711,P02245
P06735,postgresA,4.29,4.29,P02245
P06736,postgresB,1.388,1.388,P02245
P06737,postgresB,8.875,8.875,P02246
P06738,postgresB,0.953,0.953,P02246
P06739,postgresB,1.96,1.96,P02246
P06740,postgresC,9.685,9.685,P02247
P06741,postgresB,1.832,1.832,P02247
P06742,postgresB,4.372,4.372,P02247
P06743,postgresA,8.752,8.752,P02248
P06744,postgresA,2.528,2.528,P02248
P06745,postgresA,2.192,2.192,P02248
P06746,postgresB,4.932,4.932,P02249
P06747,postgresB,1.278,1.278,P02249
P06748,postgresC,8.959,8.959,P02249
P06749,postgresC,9.261,9.261,P02250
P06750,postgresC,1.036,1.036,P02250
P06751,postgresA,0.505,0.505,P02250
P06752,postgresB,5.246,5.246,P02251
P06753,postgresB,6.92,6.92,P02251
P06754,postgresB,5.831,5.831,P02251
P06755,postgresC,9.992,9.992,P02252
P06756,postgresC,8.086,8.086,P02252
P06757,postgresB,1.829,1.829,P02252
P06758,postgresC,3.685,3.685,P02253
P06759,postgresA,8.43,8.43,P02253
P06760,postgresA,4.66,4.66,P02253
P06761,postgresA,7.737,7.737,P02254
P06762,postgresA,4.86,4.86,P02254
P06763,postgresB,1.862,1.862,P02254
P06764,postgresA,2.827,2.827,P02255
P06765,postgresA,1.022,1.022,P02255
P06766,postgresA,4.138,4.138,P02255
P06767,postgresB,8.257,8.257,P02256
P06768,postgresA,0.465,0.465,P02256
P06769,postgresA,3.968,3.968,P02256
P06770,postgresC,7.744,7.744,P02257
P06771,postgresB,0.54,0.54,P02257
P06772,postgresC,2.23,2.23,P02257
P06773,postgresA,7.456,7.456,P02258
P06774,postgresA,3.426,3.426,P02258
P06775,postgresB,9.729,9.729,P02258
P06776,postgresA,7.916,7.916,P02259
P06777,postgresC,3.803,3.803,P02259
P06778,postgresA,0.598,0.598,P02259
P06779,postgresB,6.916,6.916,P02260
P06780,postgresB,3.58,3.58,P02260
P06781,postgresA,2.863,2.863,P02260
P06782,postgresA,4.143,4.143,P02261
P06783,postgresA,3.043,3.043,P02261
P06784,postgresA,0.877,0.877,P02261
P06785,postgresC,2.683,2.683,P02262
P06786,postgresC,2.901,2.901,P02262
P06787,postgresB,1.512,1.512,P02262
P06788,postgresA,9.246,9.246,P02263
P06789,postgresB,7.877,7.877,P02263
P06790,postgresA,7.047,7.047,P02263
P06791,postgresC,6.053,6.053,P02264
P06792,postgresB,7.63,7.63,P02264
P06793,postgresA,9.721,9.721,P02264
P06794,postgresA,2.915,2.915,P02265
P06795,postgresA,0.246,0.246,P02265
P06796,postgresA,6.275,6.275,P02265
P06797,postgresA,4.852,4.852,P02266
P06798,postgresC,2.53,2.53,P02266
P06799,postgresA,1.466,1.466,P02266
P06800,postgresA,2.302,2.302,P02267
P06801,postgresB,2.34,2.34,P02267
P06802,postgresC,9.029,9.029,P02267
P06803,postgresC,2.476,2.476,P02268
P06804,postgresC,9.994,9.994,P02268
P06805,postgresC,8.56,8.56,P02268
P06806,postgresC,5.392,5.392,P02269
P06807,postgresC,5.85,5.85,P02269
P06808,postgresC,7.451,7.451,P02269
P06809,postgresB,4.513,4.513,P02270
P06810,postgresB,9.948,9.948,P02270
P06811,postgresA,9.045,9.045,P02270
P06812,postgresC,2.995,2.995,P02271
P06813,postgresC,5.494,5.494,P02271
P06814,postgresC,5.692,5.692,P02271
P06815,postgresB,0.959,0.959,P02272
P06816,postgresB,4.971,4.971,P02272
P06817,postgresA,9.127,9.127,P02272
P06818,postgresC,3.581,3.581,P02273
P06819,postgresB,3.636,3.636,P02273
P06820,postgresA,0.272,0.272,P02273
P06821,postgresB,8.389,8.389,P02274
P06822,postgresC,2.088,2.088,P02274
P06823,postgresA,7.1,7.1,P02274
P06824,postgresB,9.616,9.616,P02275
P06825,postgresB,3.717,3.717,P02275
P06826,postgresC,7.493,7.493,P02275
P06827,postgresB,4.391,4.391,P02276
P06828,postgresB,1.622,1.622,P02276
P06829,postgresA,6.857,6.857,P02276
P06830,postgresC,1.978,1.978,P02277
P06831,postgresA,4.949,4.949,P02277
P06832,postgresA,4.388,4.388,P02277
P06833,postgresB,3.627,3.627,P02278
P06834,postgresB,8.45,8.45,P02278
P06835,postgresB,4.662,4.662,P02278
P06836,postgresC,6.344,6.344,P02279
P06837,postgresC,7.518,7.518,P02279
P06838,postgresC,8.284,8.284,P02279
P06839,postgresC,0.208,0.208,P02280
P06840,postgresC,1.034,1.034,P02280
P06841,postgresC,7.27,7.27,P02280
P06842,postgresB,0.273,0.273,P02281
P06843,postgresC,9.136,9.136,P02281
P06844,postgresB,1.169,1.169,P02281
P06845,postgresA,7.454,7.454,P02282
P06846,postgresA,4.632,4.632,P02282
P06847,postgresB,2.835,2.835,P02282
P06848,postgresA,2.823,2.823,P02283
P06849,postgresA,1.246,1.246,P02283
P06850,postgresA,0.992,0.992,P02283
P06851,postgresA,3.693,3.693,P02284
P06852,postgresB,2.349,2.349,P02284
P06853,postgresC,1.692,1.692,P02284
P06854,postgresC,3.779,3.779,P02285
P06855,postgresC,1.869,1.869,P02285
P06856,postgresB,4.471,4.471,P02285
P06857,postgresC,3.204,3.204,P02286
P06858,postgresC,6.024,6.024,P02286
P06859,postgresB,6.761,6.761,P02286
P06860,postgresA,2.649,2.649,P02287
P06861,postgresB,0.557,0.557,P02287
P06862,postgresC,8.699,8.699,P02287
P06863,postgresC,4.212,4.212,P02288
P06864,postgresB,4.102,4.102,P02288
P06865,postgresA,2.07,2.07,P02288
P06866,postgresC,9.9,9.9,P02289
P06867,postgresC,7.355,7.355,P02289
P06868,postgresA,9.226,9.226,P02289
P06869,postgresA,9.212,9.212,P02290
P06870,postgresC,9.212,9.212,P02290
P06871,postgresA,4.054,4.054,P02290
P06872,postgresA,2.943,2.943,P02291
P06873,postgresA,1.315,1.315,P02291
P06874,postgresB,4.639,4.639,P02291
P06875,postgresB,0.955,0.955,P02292
P06876,postgresB,6.25,6.25,P02292
P06877,postgresC,1.146,1.146,P02292
P06878,postgresB,3.733,3.733,P02293
P06879,postgresC,3.112,3.112,P02293
P06880,postgresB,2.969,2.969,P02293
P06881,postgresA,1.212,1.212,P02294
P06882,postgresB,3.525,3.525,P02294
P06883,postgresA,7.621,7.621,P02294
P06884,postgresB,7.364,7.364,P02295
P06885,postgresA,2.836,2.836,P02295
P06886,postgresA,4.787,4.787,P02295
P06887,postgresB,9.007,9.007,P02296
P06888,postgresB,0.459,0.459,P02296
P06889,postgresB,4.889,4.889,P02296
P06890,postgresA,8.105,8.105,P02297
P06891,postgresB,5.146,5.146,P02297
P06892,postgresA,6.374,6.374,P02297
P06893,postgresB,7.9,7.9,P02298
P06894,postgresB,6.549,6.549,P02298
P06895,postgresC,6.172,6.172,P02298
P06896,postgresC,2.398,2.398,P02299
P06897,postgresC,2.53,2.53,P02299
P06898,postgresA,6.761,6.761,P02299
P06899,postgresC,2.549,2.549,P02300
P06900,postgresB,5.632,5.632,P02300
P06901,postgresA,8.814,8.814,P02300
P06902,postgresB,2.805,2.805,P02301
P06903,postgresB,8.963,8.963,P02301
P06904,postgresB,6.103,6.103,P02301
P06905,postgresC,0.397,0.397,P02302
P06906,postgresA,7.618,7.618,P02302
P06907,postgresC,3.242,3.242,P02302
P06908,postgresC,5.248,5.248,P02303
P06909,postgresC,1.44,1.44,P02303
P06910,postgresC,7.766,7.766,P02303
P06911,postgresA,9.964,9.964,P02304
P06912,postgresB,7.066,7.066,P02304
P06913,postgresB,6.392,6.392,P02304
P06914,postgresB,1.697,1.697,P02305
P06915,postgresC,0.826,0.826,P02305
P06916,postgresC,5.297,5.297,P02305
P06917,postgresC,2.817,2.817,P02306
P06918,postgresA,7.35,7.35,P02306
P06919,postgresB,1.742,1.742,P02306
P06920,postgresB,0.92,0.92,P02307
P06921,postgresC,9.245,9.245,P02307
P06922,postgresC,0.345,0.345,P02307
P06923,postgresC,5.154,5.154,P02308
P06924,postgresB,0.478,0.478,P02308
P06925,postgresA,3.538,3.538,P02308
P06926,postgresB,6.811,6.811,P02309
P06927,postgresB,8.336,8.336,P02309
P06928,postgresA,0.099,0.099,P02309
P06929,postgresB,1.438,1.438,P02310
P06930,postgresB,7.68,7.68,P02310
P06931,postgresB,9.461,9.461,P02310
P06932,postgresB,0.545,0.545,P02311
P06933,postgresA,9.159,9.159,P02311
P06934,postgresC,8.836,8.836,P02311
P06935,postgresC,5.091,5.091,P02312
P06936,postgresA,0.016,0.016,P02312
P06937,postgresB,7.763,7.763,P02312
P06938,postgresC,3.173,3.173,P02313
P06939,postgresB,6.862,6.862,P02313
P06940,postgresB,2.639,2.639,P02313
P06941,postgresB,2.354,2.354,P02314
P06942,postgresC,0.681,0.681,P02314
P06943,postgresA,5.056,5.056,P02314
P06944,postgresB,1.92,1.92,P02315
P06945,postgresA,8.281,8.281,P02315
P06946,postgresA,2.7,2.7,P02315
P06947,postgresB,6.444,6.444,P02316
P06948,postgresA,1.386,1.386,P02316
P06949,postgresC,8.99,8.99,P02316
P06950,postgresB,4.957,4.957,P02317
P06951,postgresB,6.015,6.015,P02317
P06952,postgresA,0.658,0.658,P02317
P06953,postgresB,4.093,4.093,P02318
P06954,postgresB,7.46,7.46,P02318
P06955,postgresA,4.135,4.135,P02318
P06956,postgresA,5.348,5.348,P02319
